"","year","selling_price","km_driven","fuel","seller_type","transmission","owner"
"420",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"421",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"422",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"423",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"424",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"425",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"426",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"427",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"428",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"429",2019,700000,40000,"Diesel","Individual","Automatic","First Owner"
"430",2017,950000,45000,"Diesel","Individual","Manual","First Owner"
"431",2010,160000,80000,"Petrol","Individual","Manual","Second Owner"
"432",2015,409999,135000,"Diesel","Individual","Manual","Second Owner"
"433",2015,840000,120000,"Diesel","Individual","Manual","Second Owner"
"434",2013,450000,67000,"Diesel","Individual","Manual","First Owner"
"435",2017,900000,50000,"Diesel","Individual","Manual","First Owner"
"436",2008,570000,134000,"Diesel","Individual","Manual","Second Owner"
"437",2011,254999,110000,"Diesel","Individual","Manual","Second Owner"
"438",2009,130000,40000,"Petrol","Individual","Manual","First Owner"
"439",2013,530000,120000,"Diesel","Individual","Manual","Second Owner"
"440",2015,520000,110000,"Diesel","Individual","Manual","Second Owner"
"441",2011,229999,170000,"Diesel","Individual","Manual","Second Owner"
"442",2004,81000,80000,"Petrol","Individual","Manual","Second Owner"
"443",2016,600000,47000,"Diesel","Individual","Manual","First Owner"
"444",2015,409999,93000,"Petrol","Individual","Manual","First Owner"
"445",2010,120000,70000,"Petrol","Individual","Manual","Second Owner"
"446",2014,320000,50000,"Petrol","Individual","Manual","First Owner"
"447",2015,292000,70000,"Diesel","Individual","Manual","First Owner"
"448",2012,390000,80000,"Diesel","Individual","Manual","First Owner"
"449",2016,550000,44000,"Petrol","Individual","Manual","First Owner"
"450",2014,385000,25000,"Petrol","Individual","Manual","First Owner"
"451",2016,800000,25000,"Petrol","Individual","Manual","First Owner"
"452",2019,675000,10000,"Petrol","Individual","Manual","First Owner"
"453",2018,1525000,50000,"Diesel","Individual","Manual","First Owner"
"454",2018,950000,30000,"Diesel","Individual","Manual","First Owner"
"455",2015,610000,50000,"Diesel","Individual","Manual","Second Owner"
"456",2012,525000,120000,"Diesel","Individual","Manual","First Owner"
"457",2019,700000,40000,"Diesel","Individual","Automatic","First Owner"
"458",2015,375000,80000,"Diesel","Individual","Manual","First Owner"
"459",2015,580000,90000,"Diesel","Individual","Manual","First Owner"
"460",2015,434999,50000,"Petrol","Individual","Manual","Second Owner"
"461",2020,350000,2136,"Petrol","Individual","Manual","First Owner"
"462",2012,730000,250000,"Diesel","Individual","Manual","First Owner"
"463",2015,600000,35000,"Petrol","Individual","Manual","First Owner"
"464",2015,1050000,120000,"Diesel","Individual","Manual","First Owner"
"465",2017,735000,70000,"Diesel","Individual","Manual","First Owner"
"466",2018,1050000,18000,"Diesel","Dealer","Manual","First Owner"
"467",2016,420000,110000,"Diesel","Individual","Manual","Second Owner"
"468",2017,800000,60000,"Diesel","Individual","Manual","First Owner"
"469",2015,2000000,60000,"Diesel","Individual","Automatic","First Owner"
"470",2016,600000,147000,"Diesel","Individual","Manual","Second Owner"
"471",2015,1900000,130000,"Diesel","Individual","Automatic","First Owner"
"472",2011,500000,99500,"Diesel","Individual","Manual","Third Owner"
"473",2011,200000,110000,"Diesel","Individual","Manual","Second Owner"
"474",2016,370000,35000,"Petrol","Individual","Manual","First Owner"
"475",2010,260000,110000,"Diesel","Individual","Manual","Second Owner"
"476",2016,280000,100000,"Diesel","Individual","Manual","First Owner"
"477",2014,610000,21000,"Petrol","Individual","Manual","First Owner"
"478",2013,300000,60000,"Diesel","Individual","Manual","Second Owner"
"479",2010,140000,40000,"Diesel","Individual","Manual","First Owner"
"480",2008,229999,50000,"Petrol","Individual","Manual","First Owner"
"481",2010,200000,65000,"Petrol","Individual","Manual","Second Owner"
"482",2011,200000,80000,"Petrol","Individual","Manual","First Owner"
"483",2015,560000,119000,"Diesel","Individual","Manual","First Owner"
"484",2016,750000,80000,"Diesel","Individual","Manual","First Owner"
"485",2017,585000,90000,"Diesel","Individual","Manual","First Owner"
"486",2016,760000,20000,"Petrol","Individual","Manual","First Owner"
"487",2014,430000,80000,"Diesel","Individual","Manual","Second Owner"
"488",2020,480000,44665,"Diesel","Individual","Manual","First Owner"
"489",2019,643000,10000,"Diesel","Individual","Manual","First Owner"
"490",2018,500000,60000,"Petrol","Individual","Manual","First Owner"
"491",2016,425000,22000,"Petrol","Individual","Manual","First Owner"
"492",2014,250000,25000,"Petrol","Individual","Manual","First Owner"
"493",2016,285000,70000,"Diesel","Individual","Manual","First Owner"
"494",2008,160000,123000,"Petrol","Individual","Manual","Third Owner"
"495",2011,250000,70000,"Diesel","Individual","Manual","Second Owner"
"496",2013,170000,70000,"Petrol","Individual","Manual","Second Owner"
"497",2013,409999,45000,"Diesel","Individual","Manual","First Owner"
"498",2015,400000,40000,"Petrol","Individual","Automatic","First Owner"
"499",2019,700000,30000,"Diesel","Individual","Manual","First Owner"
"500",2007,350000,90000,"Petrol","Individual","Automatic","First Owner"
"501",2016,660000,34000,"Petrol","Individual","Manual","Second Owner"
"502",2017,268000,25000,"Petrol","Individual","Manual","First Owner"
"503",2016,270000,50000,"Petrol","Individual","Manual","First Owner"
"504",2013,300000,50000,"Diesel","Individual","Manual","First Owner"
"505",2017,450000,90000,"Petrol","Individual","Manual","First Owner"
"506",2012,220000,70000,"Diesel","Individual","Manual","Second Owner"
"507",2009,250000,146000,"Diesel","Individual","Manual","Second Owner"
"508",2012,300000,85000,"Petrol","Individual","Manual","Second Owner"
"509",2009,88000,201850,"Diesel","Individual","Manual","Second Owner"
"510",2016,561000,30000,"Diesel","Individual","Manual","First Owner"
"511",2018,755000,15000,"Diesel","Individual","Manual","First Owner"
"512",2017,235000,25000,"Petrol","Individual","Manual","First Owner"
"513",2011,165000,90000,"Petrol","Individual","Manual","First Owner"
"514",2008,190000,80000,"Diesel","Individual","Manual","Second Owner"
"515",2011,110000,50000,"Diesel","Individual","Manual","First Owner"
"516",2012,320000,80000,"Diesel","Individual","Manual","Second Owner"
"517",2010,330000,110000,"Diesel","Individual","Manual","Second Owner"
"518",2016,540000,38000,"Petrol","Individual","Manual","First Owner"
"519",2013,180000,60000,"Petrol","Individual","Manual","First Owner"
"520",2016,270000,100000,"Petrol","Individual","Manual","Third Owner"
"521",2012,450000,30000,"Petrol","Individual","Manual","First Owner"
"522",2014,450000,30000,"Petrol","Individual","Manual","First Owner"
"523",2015,200000,50000,"Petrol","Individual","Manual","First Owner"
"524",2017,425000,42000,"Petrol","Individual","Manual","First Owner"
"525",2016,400000,30000,"Petrol","Individual","Manual","First Owner"
"526",2009,125000,60000,"Petrol","Individual","Manual","Third Owner"
"527",2018,1600000,14000,"Diesel","Individual","Manual","First Owner"
"528",2015,900000,22000,"Petrol","Individual","Manual","First Owner"
"529",2012,450000,90000,"Diesel","Individual","Manual","First Owner"
"530",2011,210000,46000,"Petrol","Individual","Manual","First Owner"
"531",2018,801000,20000,"Petrol","Individual","Manual","First Owner"
"532",2014,317000,15000,"Diesel","Individual","Manual","First Owner"
"533",2015,600000,40000,"Petrol","Individual","Manual","Second Owner"
"534",2014,330000,30000,"Petrol","Individual","Manual","Second Owner"
"535",2017,320000,15000,"Petrol","Individual","Manual","Second Owner"
"536",2010,160000,50000,"Petrol","Individual","Manual","First Owner"
"537",2007,120000,110000,"Petrol","Individual","Manual","Second Owner"
"538",2009,130000,70000,"Petrol","Individual","Manual","Second Owner"
"539",2015,220000,80000,"Petrol","Individual","Manual","First Owner"
"540",2008,229999,50000,"Diesel","Individual","Manual","Third Owner"
"541",2015,340000,110000,"Petrol","Individual","Manual","First Owner"
"542",2013,200000,70000,"Diesel","Individual","Manual","Second Owner"
"543",2002,140000,50000,"Petrol","Individual","Manual","Second Owner"
"544",2013,1000000,190000,"Diesel","Individual","Manual","First Owner"
"545",2010,495000,100000,"Diesel","Individual","Manual","Second Owner"
"546",2015,236000,60000,"Petrol","Individual","Manual","First Owner"
"547",2015,390000,40000,"Petrol","Individual","Manual","First Owner"
"548",2009,275000,90000,"Diesel","Individual","Manual","Second Owner"
"549",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"550",2017,775000,32000,"Diesel","Dealer","Manual","First Owner"
"551",2016,1800000,30000,"Diesel","Individual","Automatic","First Owner"
"552",2016,850000,58000,"Diesel","Individual","Manual","First Owner"
"553",2018,750000,5000,"Diesel","Individual","Manual","First Owner"
"554",2018,570000,25000,"Petrol","Individual","Manual","First Owner"
"555",2018,580000,32000,"Petrol","Individual","Manual","First Owner"
"556",2016,484999,30000,"Petrol","Individual","Manual","First Owner"
"557",2017,700000,43000,"Petrol","Dealer","Manual","First Owner"
"558",2012,415000,60000,"Petrol","Dealer","Manual","First Owner"
"559",2015,325000,50000,"Petrol","Individual","Automatic","First Owner"
"560",2018,550000,14200,"Petrol","Individual","Manual","First Owner"
"561",2017,300000,10000,"Petrol","Individual","Manual","First Owner"
"562",2018,217000,25000,"Petrol","Individual","Manual","First Owner"
"563",2018,700000,19100,"Petrol","Individual","Manual","First Owner"
"564",2019,466000,25000,"Petrol","Individual","Automatic","Fourth & Above Owner"
"565",2014,484999,54000,"Diesel","Dealer","Manual","First Owner"
"566",2018,670000,35000,"Diesel","Individual","Manual","First Owner"
"567",2018,500000,20000,"Petrol","Individual","Manual","Second Owner"
"568",2016,675000,52000,"Diesel","Individual","Manual","First Owner"
"569",2011,220000,120000,"Diesel","Individual","Manual","Second Owner"
"570",2017,1650000,50000,"Diesel","Individual","Manual","First Owner"
"571",2013,630000,120000,"Diesel","Individual","Manual","Second Owner"
"572",2010,250000,90000,"Diesel","Individual","Manual","Second Owner"
"573",2004,120000,120000,"Petrol","Individual","Manual","Third Owner"
"574",2015,300000,101500,"Diesel","Individual","Manual","Second Owner"
"575",2013,525000,75000,"Diesel","Individual","Automatic","First Owner"
"576",2011,204999,97500,"Petrol","Individual","Manual","First Owner"
"577",2011,204999,97500,"Petrol","Individual","Manual","First Owner"
"578",2016,1100000,100000,"Diesel","Individual","Manual","First Owner"
"579",2012,480000,55735,"Diesel","Individual","Manual","Second Owner"
"580",2014,605000,80000,"Diesel","Individual","Manual","Second Owner"
"581",2016,250000,50000,"Petrol","Individual","Manual","Second Owner"
"582",2013,245000,70000,"Diesel","Individual","Manual","Second Owner"
"583",2012,210000,76000,"Petrol","Individual","Manual","Fourth & Above Owner"
"584",2020,730000,1500,"Petrol","Individual","Manual","First Owner"
"585",2012,500000,76000,"Diesel","Individual","Manual","First Owner"
"586",2015,400000,40000,"Petrol","Individual","Manual","First Owner"
"587",2015,280000,60000,"Petrol","Individual","Manual","Second Owner"
"588",2009,561000,170000,"Diesel","Individual","Manual","Third Owner"
"589",2013,950000,181491,"Diesel","Dealer","Manual","First Owner"
"590",2016,375000,53319,"Diesel","Dealer","Manual","First Owner"
"591",2017,700000,40906,"Diesel","Dealer","Manual","First Owner"
"592",2012,375000,31711,"Petrol","Dealer","Manual","Second Owner"
"593",2012,270000,43755,"Petrol","Dealer","Manual","Second Owner"
"594",2016,300000,66693,"Petrol","Dealer","Manual","First Owner"
"595",2010,225000,59549,"Petrol","Dealer","Manual","First Owner"
"596",2015,1350000,94385,"Diesel","Dealer","Manual","First Owner"
"597",2010,200000,73730,"Petrol","Dealer","Manual","First Owner"
"598",2011,400000,221889,"Diesel","Dealer","Manual","First Owner"
"599",2013,500000,116104,"Diesel","Dealer","Manual","First Owner"
"600",2015,500000,150546,"Petrol","Dealer","Manual","First Owner"
"601",2013,1500000,148120,"Diesel","Dealer","Manual","First Owner"
"602",2015,555000,20000,"Petrol","Individual","Manual","Second Owner"
"603",2018,580000,30000,"Petrol","Individual","Automatic","First Owner"
"604",2011,337000,142000,"Diesel","Individual","Manual","Third Owner"
"605",2011,175000,20000,"Diesel","Individual","Manual","First Owner"
"606",2009,180000,120000,"Diesel","Individual","Manual","Second Owner"
"607",2011,200000,80000,"Petrol","Individual","Manual","First Owner"
"608",2016,260000,60000,"Diesel","Individual","Manual","First Owner"
"609",2016,350000,25000,"Petrol","Individual","Manual","First Owner"
"610",2011,409999,50000,"Diesel","Individual","Manual","Second Owner"
"611",2017,655000,126000,"Diesel","Individual","Manual","First Owner"
"612",2015,370000,170000,"Diesel","Individual","Manual","First Owner"
"613",2013,200000,24000,"Petrol","Individual","Manual","First Owner"
"614",2017,800000,100000,"Diesel","Individual","Manual","Second Owner"
"615",2019,550000,10000,"Petrol","Individual","Manual","First Owner"
"616",2012,300000,70000,"Diesel","Individual","Manual","Second Owner"
"617",2017,220000,40000,"Petrol","Individual","Manual","First Owner"
"618",2011,196000,110000,"Petrol","Individual","Manual","First Owner"
"619",2008,135000,80000,"Petrol","Individual","Manual","Second Owner"
"620",2015,299000,16500,"Petrol","Individual","Manual","First Owner"
"621",2017,300000,30000,"Petrol","Individual","Manual","First Owner"
"622",2017,720000,80000,"Diesel","Individual","Manual","First Owner"
"623",2016,650000,50000,"Diesel","Individual","Manual","Third Owner"
"624",2016,300000,25000,"Petrol","Individual","Manual","First Owner"
"625",2019,750000,20000,"Diesel","Individual","Manual","First Owner"
"626",2016,260000,60000,"Petrol","Individual","Manual","First Owner"
"627",2011,300000,70000,"Diesel","Individual","Manual","Second Owner"
"628",2014,600000,50000,"Diesel","Individual","Manual","Second Owner"
"629",2004,275000,100000,"Petrol","Individual","Automatic","Second Owner"
"630",2015,250000,52000,"Petrol","Individual","Manual","First Owner"
"631",2014,420000,80000,"Diesel","Individual","Manual","First Owner"
"632",2015,235000,50000,"Petrol","Individual","Manual","First Owner"
"633",2016,1100000,60000,"Diesel","Individual","Manual","First Owner"
"634",2019,360000,25000,"Petrol","Individual","Manual","First Owner"
"635",2014,380000,50000,"Diesel","Individual","Manual","Second Owner"
"636",2016,650000,125000,"Diesel","Individual","Manual","First Owner"
"637",2016,350000,80000,"Petrol","Individual","Manual","First Owner"
"638",2017,700000,70000,"Diesel","Individual","Manual","First Owner"
"639",2010,270000,90000,"Diesel","Individual","Manual","Third Owner"
"640",2017,450000,50000,"Diesel","Individual","Manual","First Owner"
"641",2016,630000,101000,"Diesel","Individual","Manual","First Owner"
"642",2010,229999,168000,"Diesel","Individual","Manual","First Owner"
"643",2010,229999,168000,"Diesel","Individual","Manual","First Owner"
"644",2011,270000,40000,"Petrol","Individual","Manual","First Owner"
"645",2009,135000,28900,"Petrol","Individual","Manual","Second Owner"
"646",2012,275000,20000,"Petrol","Individual","Manual","First Owner"
"647",2017,2625000,9000,"Diesel","Dealer","Automatic","First Owner"
"648",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"649",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
